,,Item,,Description,,Type,,Cost,,Price,,Sales Tax Code,,Purchase Tax Code,,Quantity On Hand,,Quantity On Sales Order,,Reorder Pt (Min),,Quantity On Purchase Order,,U/M Set,,U/M,,Preferred Vendor
,,3MD-7301,,3M ESPE EXPRESS LIGHT-BODY FAST SET(REFILL 4-PACK),,Inventory Part,,22.77,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-7302,,3M ESPE EXPRESS LIGHT-BODY REGULAR SET (REFILL 2-PACK),,Inventory Part,,10.01,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,3MD-7307,,3M ESPE EXPRESS TRAY ADHESIVE,,Inventory Part,,13.50,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,3MD-7312,,3M ESPE EXPRESS PUTTY,,Inventory Part,,35.47,,0.47,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,3MD-7322,,3M ESPE EXPRESS REGULAR-BODY(REFILL 2-PACK),,Inventory Part,,24.56,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-7510,,3M ESPE VITREBOND INTRODUCTORY KIT,,Inventory Part,,30.17,,0.00,,Non,,Non,,0.00,,0.00,,,,2.00,,ea,,each (ea),,
,,3MD-7512L,,3M ESPE VITREBOND LIQUID,,Inventory Part,,25.62,,4.01,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,3MD-7542(E),,3M ESPE ADPER SCOTCHBOND MULTI PURPOSE PRIMER (E),,Inventory Part,,17.97,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-7543(E),,3M ESPE ADPER SCOTCHBOND MULTI PURPOSE ADHESIVE (E),,Inventory Part,,17.79,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-7572,,3M ESPE VITREBOND PLUS DOUBLE PACK,,Inventory Part,,147.31,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,3MD-77949,,3M ESPE PENTA MIXING TIPS REFILL 50/PK,,Inventory Part,,31.58,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-907012,,3M ESPE UNITEK SS CROWN FORM UR2 CENTRAL (5/BX),,Inventory Part,,17.67,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-907024,,3M ESPE UNITEK SS CROWN FORM UL4 LATERAL (5/BX),,Inventory Part,,18.74,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-907033,,3M ESPE UNITEK SS CROWN FORM UR3 LATERAL (5/BX),,Inventory Part,,17.67,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-907041,,3M ESPE UNITEK SS CROWN FORM U1 CUSPID (5/BX),,Inventory Part,,18.31,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-907042,,3M ESPE UNITEK SS CROWN FORM U2 CUSPID (5/BX),,Inventory Part,,17.69,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-907043,,3M ESPE UNITEK SS CROWN FORM U3 CUSPID (5/BX),,Inventory Part,,17.67,,0.02,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,3MD-C-180,,3M ESPE TEMP CROWN FORMS POLYCARBONATE KIT (180/BX),,Inventory Part,,156.66,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DLL2,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.87,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DLL3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.01,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,3MD-DLL4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DLL5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DLL6,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.87,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DLR3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DLR4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DLR5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUL3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUL4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUL5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUL6,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.87,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUR3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.91,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUR4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUR5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.08,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-DUR6,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.93,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELL2,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.13,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELL3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELL4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELL5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.08,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,3MD-ELL6,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELR3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,9.63,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELR4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,9.63,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELR5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELR6,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.93,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ELR7,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.91,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUL3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,9.63,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUL4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUL5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUR2,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.91,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUR3,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,10.07,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUR4,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,9.63,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUR5,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,14.05,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-EUR6,,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX),,Inventory Part,,11.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-ND96,,3M ESPE TEMP CROWN FORMS NI-CHRO KIT (96/BX),,Inventory Part,,219.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P10,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,4.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P100,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P19,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,4.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P40,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,4.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P41,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,4.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P42,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,4.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P43,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,4.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P51,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,4.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-P60,,3M ESPE TEMP CROWN FORMS POLYCARBONATE (5/BX),,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-PO96,,3M ESPE TEMP CROWN FORMS NI-CHRO KIT (96/BX),,Inventory Part,,222.25,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MD-U43,,3M ESPE TEMP CROWN FORMS ISO (5/BX),,Inventory Part,,0.25,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1527-0(EU),,3M MEDICAL TRANSPORE SURGICAL TAPE 1/2' 24/BX,,Inventory Part,,5.78,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1527-1,,3M MEDICAL TRANSPORE SURGICAL TAPE 1' 12/BX,,Inventory Part,,4.73,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1527-1(6),,3M MEDICAL TRANSPORE SURGICAL TAPE 1' 6/PACK,,Inventory Part,,2.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1527-1(EU),,3M MEDICAL TRANSPORE SURGICAL TAPE 1' 12/BX,,Inventory Part,,5.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1527-2,,3M MEDICAL TRANSPORE SURGICAL TAPE 2' 6ROLLS/BX,,Inventory Part,,4.76,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1527-2(EU),,3M MEDICAL TRANSPORE SURGICAL TAPE 2' 6/BX,,Inventory Part,,5.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1537,,3M MEDICAL NEXCARE OPTICLUDE EYE PATCH 2.44' X 1.81' 20/BX,,Inventory Part,,1.98,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1537#,,3M MEDICAL NEXCARE OPTICLUDE EYE PATCH 2.44' X 1.81' 20/BX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1539,,3M MEDICAL NEXCARE OPTICLUDE EYE PATCH 3.18' X 2.18' 20/BX,,Inventory Part,,2.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1622W,,3M MEDICAL TEGADERM DRESSING 4.4CMX4.4CM 100/BOX,,Inventory Part,,13.83,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1624W,,3M MEDICAL TEGADERM DRESSING 6CMX7CM 100/BOX,,Inventory Part,,9.81,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1624W#,,3M MEDICAL TEGADERM DRESSING 6CMX7CM 100/BOX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1624W(10),,3M MEDICAL TEGADERM DRESSING 6CMX7CM 10/PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1624W(10)#,,3M MEDICAL TEGADERM DRESSING 6CMX7CM 10/PACK,,Inventory Part,,1.29,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1624W(20),,3M MEDICAL TEGADERM DRESSING 6CMX7CM 20/PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1624W(50),,3M MEDICAL TEGADERM DRESSING 6CMX7CM 50/PACK,,Inventory Part,,6.475,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1626W,,3M MEDICAL TEGADERM DRESSING 10CMx12CM 50/BOX,,Inventory Part,,9.82,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1626W(10),,3M MEDICAL TEGADERM DRESSING 10CMx12CM 10/PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-1628,,3M MEDICAL TEGADERM DRESSING 15CMx20CM 10/BOX,,Inventory Part,,7.92,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2113,,3M MEDICAL LITTMANN STETHOSCOPE CLASSIC II BLACK TUBE 28',,Inventory Part,,52.48,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2113R,,3M MEDICAL LITTMANN STETHOSCOPE CLASSIC II RED TUBE 28',,Inventory Part,,52.48,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2146,,3M MEDICAL LITTMANN STETHOSCOPE CLASSIC II BURGUNDY TUBE 27',,Inventory Part,,54.24,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2155,,3M MEDICAL LITTMANN STETHOSCOPE CLASSIC II ORANGE TUBE 28',,Inventory Part,,54.24,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2161,,3M MEDICAL LITTMANN STETHOSCOPE M C BLACK EDITION TUBE 27',,Inventory Part,,124.02,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2163,,3M MEDICAL LITTMANN STETHOSCOPE MASTER C BURGUNDY TUBE 27',,Inventory Part,,120.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2164,,3M MEDICAL LITTMANN STETHOSCOPE MASTER C NAVY BLUE TUBE 27',,Inventory Part,,120.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2165,,3M MEDICAL LITTMANN STETHOSCOPE M C HUNTER GREEN TUBE 27',,Inventory Part,,123.55,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2178,,3M MEDICAL LITTMANN STETHOSCOPE M C  CARIBBEAN BLUE TUBE 27',,Inventory Part,,123.55,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2560,,3M MEDICAL RED DOT MONITORING ELECTRODE FOAM,,Inventory Part,,3.23,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2862,,3M MEDICAL MEDIPORE H SURG TAPE 5CM X 9.1M 12ROLL/CS,,Inventory Part,,2.18,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2863,,3M MEDICAL MEDIPORE H SURG TAPE 7.5CM X 9.1M 12/CS,,Inventory Part,,2.36,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2864,,3M MEDICAL MEDIPORE H SURG TAPE 10CM X 9.1M 12/CS,,Inventory Part,,35.50,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-2866,,3M MEDICAL MEDIPORE H SURG TAPE 15CM X 9.1M 12/CS,,Inventory Part,,48.15,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-3346(E),,3M MEDICAL CAVILON NO STING BARRIER FILM  28ML BOTTLE 12/PK,,Inventory Part,,4.78,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-3392G,,3M MEDICAL CAVILON BARRIER CREAM TUBE 92GM 12/CS,,Inventory Part,,6.125,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-5620,,3M MEDICAL LITTMANN STETHOSCOPE CLASSIC III BLACK TUBE 27',,Inventory Part,,60.46,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6151,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV BLACK TUBE 22',,Inventory Part,,116.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6152,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV BLACK TUBE 27',,Inventory Part,,116.96,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6153,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV BURGUNDY TUBE 27',,Inventory Part,,116.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6153#,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV BURGUNDY TUBE 27',,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6155,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV HUN GREEN TUBE 27',,Inventory Part,,116.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6156,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV PLUM TUBE 27',,Inventory Part,,116.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6157,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV CARI BLUE TUBE 27',,Inventory Part,,116.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6158,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV RASPBERRY TUBE 27',,Inventory Part,,116.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6165,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV RB BLACK TUBE 27',,Inventory Part,,116.96,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6166,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV SMOKE PLUM TUBE 27',,Inventory Part,,116.96,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-6168,,3M MEDICAL LITTMANN STETHOSCOPE CARDIO IV NAVY BLUE TUBE 27',,Inventory Part,,116.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-AC-036,,3M MEDICAL NEXCARE ACNE ABSORBING COVER 36/BX,,Inventory Part,,2.31,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-B1550,,3M MEDICAL STERI STRIP BLEND TONE SKIN CLOSURE 1/8X3' 50/PK,,Inventory Part,,9.10,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-B1551,,3M MEDICAL STERI STRIP BLEND TONE SKIN CLOSURE 1/4X3' 50/PK,,Inventory Part,,9.10,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-B1557,,3M MEDICAL STERI STRIP BLEND TONE SKIN CLOSURE 1/2X4' 50/PK,,Inventory Part,,16.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-H1546,,3M MEDICAL STERI STRIP  SKIN CLOSURE 1/4X4' 30/PK,,Inventory Part,,1.81,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-H1547,,3M MEDICAL STERI STRIP  SKIN CLOSURE 1/2X4' 18/PK,,Inventory Part,,1.81,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-H1624,,3M MEDICAL TEGADERM TRANSPARENT DRESSING 2-3/8 X 2-3/4 8/PK,,Inventory Part,,1.84,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-H1626,,3M MEDICAL TEGADERM TRANSPARENT DRESSING 4X4 3/4 4/PK,,Inventory Part,,2.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1540,,3M MEDICAL STERI STRIP 1/8X3 50/BX,,Inventory Part,,8.57,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1540(10),,3M STERI STRIP SKIN CLOSURES 1/8X3 10 PACK,,Inventory Part,,1.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1541,,3M MEDICAL STERI STRIP 1/4X3 50/BX,,Inventory Part,,8.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1541(10),,3M MEDICAL STERI STRIP 1/4X3 10 PACK,,Inventory Part,,1.74,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1541(20),,3M MEDICAL STERI STRIP 1/4X3 20 PACK,,Inventory Part,,3.48,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1541+R1547(10 Pack/5 Each),,3M MEDICAL STERI STRIP 1/4X3 + 1/2X4 10 PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1542,,3M MEDICAL STERI STRIP 1/4X11/2 50/BOX,,Inventory Part,,10.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1542(5),,3M MEDICAL STERI STRIP 1/4X11/2 5 PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1546,,3M MEDICAL STERI STRIP 1/4X4 50/BOX,,Inventory Part,,13.28,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1546(5),,3M MEDICAL STERI STRIP 1/4X4 5 PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1547,,3M MEDICAL STERI STRIP 1/2X4 50/BOX 10/PK,,Inventory Part,,13.37,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1547(10),,3M MEDICAL STERI STRIP 1/2X4 10 PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1548,,3M MEDICAL STERI STRIP 1X5 25/BOX,,Inventory Part,,13.41,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-R1548(5),,3M MEDICAL STERI STRIP 1X5 5 PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,3MM-SLT-1,,3M MEDICAL NEXCARE SENSITIVE SKIN TAPE 1' X 4 YD,,Inventory Part,,2.93,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ACC-33015-3,,ACCUTRON PERSONAL INHALER PLUS VARIETY PK LRG 24/PK,,Inventory Part,,28.19,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ACC-33016-1,,ACCUTRON PERSONAL INHALER PLUS #1 VARIETY PK MED 24/PK,,Inventory Part,,28.19,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ACC-33016-2,,ACCUTRON PERSONAL INHALER PLUS #2 VARIETY PK MED 24/PK,,Inventory Part,,28.19,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ACC-33016-3,,ACCUTRON PERSONAL INHALER PLUS MEDIUM VARIETY,,Inventory Part,,28.19,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ACC-33017-1,,ACCUTRON PERSONAL INHALER PLUS #1 VARIETY PK SML 24/PK,,Inventory Part,,28.19,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ACC-33017-11,,ACCUTRON PERSONAL INHALER PLUS SMALL STRAWBERRY,,Inventory Part,,28.19,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,ACC-33017-12,,ACCUTRON PERSONAL INHALER PLUS SMALL BUBBLEGUM,,Inventory Part,,28.20,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
